idProduct,firm,product,segment,price,share,delta,cals,fat,sugar,shelf_price,ad_price,share_pct,outside_share,cons,idfirm,idsegment,total_firm_cals,total_all_cals,n_firm_cals,own_cals,rival_cals,total_firm_fat,total_all_fat,n_firm_fat,own_fat,rival_fat,total_firm_sugar,total_all_sugar,n_firm_sugar,own_sugar,rival_sugar,n_products_firm,n_total_products,n_rival_products,nest_share,share_within_nest,log_share_within_nest,n_products_nest,n_same_nest_other,n_rival_nest,total_nest_cals,nest_own_cals,nest_rival_cals,total_nest_fat,nest_own_fat,nest_rival_fat,total_nest_sugar,nest_own_sugar,nest_rival_sugar
4,KG,FrostedFlakes,Fam,2.52,.038199998,-1.8498144,120,0,13,2.68,7.867,3.82,.2429,1,KG,Fam,2300,7281,17,2180,4981,19,80.400002,17,19,61.400002,164,505.39999,17,151,341.39999,17,50,33,.30689999,.12447051,-2.0836864,13,12,37,1750,1630,5531,14,14,66.400002,140,127,365.39999
1,KG,CornFlakes,Fam,1.81,.056699999,-1.4548757,100,0,2,1.95,7.109,5.67,.2429,1,KG,Fam,2300,7281,17,2200,4981,19,80.400002,17,19,61.400002,164,505.39999,17,162,341.39999,17,50,33,.30689999,.18475074,-1.6887478,13,12,37,1750,1650,5531,14,14,66.400002,140,138,365.39999
16,PT,RaisinBran,Fam,2.23,.0146,-2.8116283,190,1,20,2.57,4.361,1.46,.2429,1,PT,Fam,950,7281,6,760,6331,10.7,80.400002,6,9.6999998,69.700005,66.5,505.39999,6,46.5,438.89999,6,50,44,.30689999,.047572501,-3.0455003,13,12,37,1750,1560,5531,14,13,66.400002,140,120,365.39999
42,QK,CaptCrunch,Kids,2.55,.0082999999,-3.3763943,105,1.5,11.5,2.86,1.714,.83,.2429,1,QK,Kids,665,7281,4,560,6616,13.5,80.400002,4,12,66.900002,47.299999,505.39999,4,35.799999,458.10001,4,50,46,.1215,.068312757,-2.6836588,12,11,38,1415,1310,5866,13.8,12.3,66.599998,145.8,134.3,359.59998
30,GM,LuckyCharms,Kids,3.45,.0108,-3.1131036,120,1,13,3.72,3.079,1.08,.2429,1,GM,Kids,2550,7281,18,2430,4731,32.299999,80.400002,18,31.299999,48.100002,202,505.39999,18,189,303.39999,18,50,32,.1215,.088888891,-2.4203682,12,11,38,1415,1295,5866,13.8,12.8,66.599998,145.8,132.8,359.59998
44,PT,FruityPebbles,Kids,3.21,.0082999999,-3.3763943,110,1,12,3.48,1.71,.83,.2429,1,PT,Kids,950,7281,6,840,6331,10.7,80.400002,6,9.6999998,69.700005,66.5,505.39999,6,54.5,438.89999,6,50,44,.1215,.068312757,-2.6836588,12,11,38,1415,1305,5866,13.8,12.8,66.599998,145.8,133.8,359.59998
49,PT,Honeycomb,Kids,3.4,.0074,-3.4911699,110,0,11,3.67,2.567,.74,.2429,1,PT,Kids,950,7281,6,840,6331,10.7,80.400002,6,10.7,69.700005,66.5,505.39999,6,55.5,438.89999,6,50,44,.1215,.060905349,-2.7984343,12,11,38,1415,1305,5866,13.8,13.8,66.599998,145.8,134.8,359.59998
29,GM,Kix,Kids,3.67,.0108,-3.1131036,120,.8,6,3.93,3.801,1.08,.2429,1,GM,Kids,2550,7281,18,2430,4731,32.299999,80.400002,18,31.5,48.100002,202,505.39999,18,196,303.39999,18,50,32,.1215,.088888891,-2.4203682,12,11,38,1415,1295,5866,13.8,13,66.599998,145.8,139.8,359.59998
50,QK,Popeye,Kids,1.77,.0066999998,-3.5905423,120,1,13.3,1.77,0,.67,.2429,1,QK,Kids,665,7281,4,545,6616,13.5,80.400002,4,12.5,66.900002,47.299999,505.39999,4,34,458.10001,4,50,46,.1215,.055144031,-2.8978069,12,11,38,1415,1295,5866,13.8,12.8,66.599998,145.8,132.5,359.59998
26,GM,Trix,Kids,3.96,.0113,-3.067847,120,1.5,13,4.22,3.236,1.13,.2429,1,GM,Kids,2550,7281,18,2430,4731,32.299999,80.400002,18,30.799999,48.100002,202,505.39999,18,189,303.39999,18,50,32,.1215,.093004115,-2.3751116,12,11,38,1415,1295,5866,13.8,12.3,66.599998,145.8,132.8,359.59998
24,KG,FrootLoops,Kids,3.53,.012,-3.0077431,120,1,15,3.76,3.11,1.2,.2429,1,KG,Kids,2300,7281,17,2180,4981,19,80.400002,17,18,61.400002,164,505.39999,17,149,341.39999,17,50,33,.1215,.098765433,-2.3150077,12,11,38,1415,1295,5866,13.8,12.8,66.599998,145.8,130.8,359.59998
21,GM,CocoaPus,Kids,3.46,.0128,-2.9432046,120,1,14,3.67,2.097,1.28,.2429,1,GM,Kids,2550,7281,18,2430,4731,32.299999,80.400002,18,31.299999,48.100002,202,505.39999,18,188,303.39999,18,50,32,.1215,.10534979,-2.2504692,12,11,38,1415,1295,5866,13.8,12.8,66.599998,145.8,131.8,359.59998
22,GM,GoldenGrahams,Kids,3.24,.0124,-2.9749534,120,1,11,3.54,2.953,1.24,.2429,1,GM,Kids,2550,7281,18,2430,4731,32.299999,80.400002,18,31.299999,48.100002,202,505.39999,18,191,303.39999,18,50,32,.1215,.10205761,-2.2822177,12,11,38,1415,1295,5866,13.8,12.8,66.599998,145.8,134.8,359.59998
41,KG,AppleJacks,Kids,3.64,.0083999997,-3.3644183,120,1,16,3.91,1.465,.84,.2429,1,KG,Kids,2300,7281,17,2180,4981,19,80.400002,17,18,61.400002,164,505.39999,17,148,341.39999,17,50,33,.1215,.0691358,-2.6716826,12,11,38,1415,1295,5866,13.8,12.8,66.599998,145.8,129.8,359.59998
23,GM,Cinn.ToastCrunch,Kids,3.36,.0123,-2.9830506,130,3,10,3.56,2.963,1.23,.2429,1,GM,Kids,2550,7281,18,2420,4731,32.299999,80.400002,18,29.299999,48.100002,202,505.39999,18,192,303.39999,18,50,32,.1215,.10123456,-2.2903152,12,11,38,1415,1285,5866,13.8,10.8,66.599998,145.8,135.8,359.59998
