model,N,k_inst,beta_p,se_p,pval_p,ci_low,ci_high,F_usual,p_F,F_eff,cv5,cv10,cv20,hansen_J,hansen_p
Z1,52,1,-1.71086037448395,0.9790796179650025,0.08056502972731493,-3.62982116369259,0.20810041472468988,2.6611293923502566,0.10937250835897555,2.6611293926361723,37.418,23.109,15.062,NA,NA
Z2,52,2,-0.2614732498631369,0.08146726051083941,0.0013294290042232038,-0.4211461463835243,-0.10180035334274953,29.374477286129647,5.294338670563111e-9,28.913783069741303,23.816,15.08,10.117,14.592206210056895,1.334653987012711e-4
Z3,52,3,-0.25588889175233254,0.07703204307204702,8.942275466394723e-4,-0.40686892182908285,-0.10490886167558225,23.223729477382438,2.662695540881487e-9,23.97502034613128,28.391,17.476,11.37,14.683096152667964,6.48046518529808e-4
Z4,51,1,-2.7391523150435546,2.5405509150683816,0.2809567496484499,-7.718540609467859,2.24023597938075,0.9976750084278527,0.32298863560129665,0.9976750084844028,37.418,23.109,15.062,NA,NA
Z5,51,2,-0.2745000933701198,0.10841628123404089,0.01134436218377293,-0.48699209992660564,-0.06200808681363401,24.222378037074655,6.521381323426449e-8,22.863237004636105,18.452,11.808,8.05,14.519241151487883,1.3873527714087347e-4
Z6,51,2,-1.2328456510941912,0.652079214257158,0.058672702515942504,-2.510897426105398,0.045206123917015395,1.7238083863128821,0.18970847793374926,1.5474461375361057,10.947,7.572,5.605,1.9960997716785402,0.15770455324773497
Z7,51,4,-0.2690889794233249,0.0884369385491699,0.0023444915775078894,-0.4424221938826798,-0.09575576496396998,17.30943284874199,1.3429803863833049e-8,12.48445455539782,27.595,16.774,10.773,15.69909060430452,0.0013069760534715816
