product,firm,segment,price,share,markup_monoproduct,mc_monoproduct,markup_multiproduct,mc_multiproduct,markup_mono_over_price,markup_multi_over_price
AppleJacks,KG,Kids,3.64,0.008400000000000001,-0.8572362084725759,4.497236208472576,-1.260619048378179,4.900619048378179,-0.23550445287708127,-0.3463239143896096
CaptCrunch,QK,Kids,2.55,0.0083,-0.8571497673907494,3.407149767390749,-0.8891583936416383,3.4391583936416383,-0.33613716368264684,-0.34868956613397584
ShreddedWheat,NB,Adult,2.82,0.008,-0.856890548711095,3.676890548711095,-0.8842561368161931,3.704256136816193,-0.3038618967060621,-0.31356600596318907
FruityPebbles,PT,Kids,3.21,0.0083,-0.8571497673907494,4.06714976739075,-0.9139183145053286,4.123918314505328,-0.26702484965443907,-0.28470975529761017
Clusters,GM,Fam,3.14,0.007799999999999999,-0.8567178233434855,3.9967178233434857,-1.1454459295531687,4.285445929553169,-0.27284007112849856,-0.36479169730992633
CinnamonMiniBuns,KG,Fam,2.75,0.0076,-0.8565451675951294,3.6065451675951294,-1.2606190483781796,4.01061904837818,-0.3114709700345925,-0.4584069266829744
DoubleDipCrunch,KG,Adult,3.01,0.0073,-0.8562863144166478,3.8662863144166475,-1.2606190483781794,4.27061904837818,-0.28448050312845446,-0.4188103150758071
MultiGrainCheerios,GM,Fam,3.34,0.0075,-0.8564588658150188,4.196458865815019,-1.1454459295531687,4.485445929553169,-0.25642481012425716,-0.3429478830997511
Honeycomb,PT,Kids,3.4,0.0074,-0.8563725814239433,4.2563725814239435,-0.9139183145053288,4.313918314505329,-0.251874288654101,-0.2687995042662732
Popeye,QK,Kids,1.77,0.006699999999999999,-0.8557690771382325,2.6257690771382327,-0.8891583936416385,2.6591583936416385,-0.4834853543153856,-0.5023493749387788
