pi,b_iv,b_ols,bias_iv,sd_iv,f_fs,cov_iv
1.0,-1.0069073821122632,-0.701304133366844,-0.006907382112263161,0.06483616288939029,210.52293638509542,0.964
0.5,-1.0196724537565587,-0.5275093394425995,-0.019672453756558683,0.15237087390323467,53.111530365448175,0.948
0.25,-1.0863149626152355,-0.44320695108428654,-0.08631496261523552,0.32112787173415513,14.048999905796773,0.956
0.1,-0.558289857239661,-0.40804174610692345,0.44171014276033904,6.910574159029923,3.248845242051829,0.932
0.05,8.092449148812403,-0.40278586660906285,9.092449148812403,105.02712663408028,1.417940507541334,0.948
0.02,-1.0306897590665627,-0.39666277393176236,-0.030689759066562683,4.27653219857035,1.1569605766669953,0.976
