model,N,k_inst,beta_p,se_p,pval_p,ci_low,ci_high,F_usual,p_F,F_eff,cv5,cv10,cv20,hansen_J,hansen_p
Z1,52,1,-1.7108603742508421,0.9790796182384925,0.08056502985319164,-3.6298564259982875,0.20813567749660322,2.6611293924164228,0.10937250835468393,2.6611293926348076,37.418,23.109,15.062,,
Z2,52,2,-0.26147324986582987,0.081467260510143,0.0013294290039434593,-0.42114908046571015,-0.1017974192659496,29.37447728615041,5.29433867051426e-09,28.913783069762193,23.816,15.08,10.117,14.592206210190454,0.0001334653986918115
Z3,52,3,-0.2558888917746316,0.07703204307807955,0.0008942275465454566,-0.4068716962076675,-0.10490608734159568,23.223729477110876,2.662695541307039e-09,23.975020346138486,28.391,17.476,11.37,14.683096152105636,0.0006480465187120155
Z4,51,1,-2.7391523154192328,2.5405509169514033,0.2809567499390303,-7.718632112643983,2.240327481805518,0.9976750086005763,0.32298863555984686,0.9976750084820082,37.418,23.109,15.062,,
Z5,51,2,-0.2745000933900599,0.10841628124654921,0.011344362187273204,-0.48699600463329634,-0.062004182146823406,24.222378037122155,6.521381323275575e-08,22.863237004777456,18.452,11.808,8.05,14.519241150135242,0.00013873527724048447
Z6,51,2,-1.2328456510601882,0.6520792141036328,0.05867270246344711,-2.5109209107033084,0.04522960858293201,1.7238083864601939,0.18970847790775153,1.5474461375317174,10.947,7.572,5.605,1.996099770871407,0.1577045533317381
Z7,51,4,-0.269088979450288,0.08843693854707062,0.002344491574570051,-0.4424253790025464,-0.09575257989802957,17.30943284867974,1.3429803864465251e-08,12.4844545554161,27.595,16.774,10.773,15.699090604457309,0.0013069760533774089
