produto_linha,bfvl,pork,poult,fish
bfvl,-0.7624014490759513,0.0232587018678318,0.9428737180280197,-0.20373097081990027
pork,0.04483878962792581,-0.8258992080210293,0.689314181374082,0.09174623701902146
poult,2.5285506218959495,0.9588858875981654,-3.5325207603532642,0.045084250859148786
fish,-0.8179252345597666,0.19106291715408869,0.06749370791328868,0.5593686094923891
