modelo,parametro,estimativa_PY,erro_padrao_PY,estat_t_PY,estimativa_Stata,erro_padrao_Stata,estat_t_Stata,dif_estimativa,abs_dif_estimativa,dif_erro_padrao,abs_dif_erro_padrao,dif_estat_t,abs_dif_estat_t
irrestrito,a_bfvl,0.4355350745736359,0.200258850144914,2.174860558015129,0.4355349213427868,0.20025879,2.1748605,1.5323084906482265e-07,1.5323084906482265e-07,6.014491402139832e-08,6.014491402139832e-08,5.801512914516138e-08,5.801512914516138e-08
irrestrito,a_fish,0.1820386496551691,0.0660093579759488,2.757770341009781,0.1820386612107386,0.066009343,2.7577713,-1.1555569501275897e-08,1.1555569501275897e-08,1.4975948800510785e-08,1.4975948800510785e-08,-9.589902187912003e-07,9.589902187912003e-07
irrestrito,a_pork,0.3854658013625567,0.065181000627666,5.913775450678582,0.3854658433557051,0.065180995,5.9137764,-4.1993148403030034e-08,4.1993148403030034e-08,5.627665999874409e-09,5.627665999874409e-09,-9.493214179201459e-07,9.493214179201459e-07
irrestrito,b_bfvl,0.0243671840053139,0.1489951507875517,0.1635434702170839,0.0243672986718012,0.1489951,0.1635443,-1.1466648730182327e-07,1.1466648730182327e-07,5.0787551719722046e-08,5.0787551719722046e-08,-8.297829161008075e-07,8.297829161008075e-07
irrestrito,b_fish,-0.0489879412866685,0.0491118082316834,-0.9974778581877776,-0.0489879499150917,0.049111795,-0.99747831,8.628423198153712e-09,8.628423198153712e-09,1.3231683401726535e-08,1.3231683401726535e-08,4.518122224128618e-07,4.518122224128618e-07
irrestrito,b_pork,-0.1068448782793893,0.048495499749307,-2.203191612246785,-0.1068449093652748,0.048495494,-2.2031925,3.108588550460034e-08,3.108588550460034e-08,5.749307002700377e-09,5.749307002700377e-09,8.877532149398348e-07,8.877532149398348e-07
irrestrito,gbfvl_bfvl,0.2502455583606036,0.0765419999474338,3.269388813102124,0.2502455003732977,0.076541953,3.2693901,5.79873059014524e-08,5.79873059014524e-08,4.694743380162514e-08,4.694743380162514e-08,-1.2868978758184824e-06,1.2868978758184824e-06
irrestrito,gbfvl_fish,-0.1652336191662584,0.0635973877707096,-2.598119591986736,-0.1652336679018112,0.063597381,-2.5981207,4.873555281559305e-08,4.873555281559305e-08,6.7707096040869885e-09,6.7707096040869885e-09,1.1080132638063844e-06,1.1080132638063844e-06
irrestrito,gbfvl_pork,0.3607514795126008,0.1965345114798608,1.8355630102633016,0.3607514050854954,0.1965344,1.8355637,7.442710536764707e-08,7.442710536764707e-08,1.1147986081483374e-07,1.1147986081483374e-07,-6.897366984226494e-07,6.897366984226494e-07
irrestrito,gbfvl_poult,-0.5682378601416076,0.2436372405628106,-2.332311180462223,-0.5682376369893627,0.24363704,-2.3323121,-2.2315224490476737e-07,2.2315224490476737e-07,2.0056281060942815e-07,2.0056281060942815e-07,9.195377770332414e-07,9.195377770332414e-07
irrestrito,gfish_bfvl,-0.0799741307211689,0.025229787702662,-3.1698297133404245,-0.0799740873972704,0.025229773,-3.1698298,-4.3323898510361225e-08,4.3323898510361225e-08,1.4702662001070399e-08,1.4702662001070399e-08,8.665957551556858e-08,8.665957551556858e-08
irrestrito,gfish_fish,0.1220318266218498,0.0209629823234398,5.821300840644186,0.1220318275364659,0.02096298,5.8213015,-9.14616091196585e-10,9.14616091196585e-10,2.3234398016658275e-09,2.3234398016658275e-09,-6.59355813503737e-07,6.59355813503737e-07
irrestrito,gfish_pork,-0.1340503413806573,0.0647817407996701,-2.069261179553544,-0.1340502612277918,0.064781703,-2.0692611,-8.01528655114403e-08,8.01528655114403e-08,3.7799670102312e-08,3.7799670102312e-08,-7.955354419664218e-08,7.955354419664218e-08
irrestrito,gfish_poult,0.1163455379195284,0.080307750778441,1.4487460648787316,0.1163453991355315,0.080307685,1.4487455,1.3878399689193355e-07,1.3878399689193355e-07,6.577844099964203e-08,6.577844099964203e-08,5.648787315681858e-07,5.648787315681858e-07
irrestrito,gpork_bfvl,-0.0530773501866193,0.0249131768359501,-2.1304930533800026,-0.0530773863120393,0.024913168,-2.1304953,3.612542000264174e-08,3.612542000264174e-08,8.83595010006677e-09,8.83595010006677e-09,2.2466199975923473e-06,2.2466199975923473e-06
irrestrito,gpork_fish,0.0488176824568071,0.020699915979781,2.3583517200983084,0.0488176979929422,0.020699918,2.3583522,-1.5536135100635562e-08,1.5536135100635562e-08,-2.020219002502044e-09,2.020219002502044e-09,-4.799016917189647e-07,4.799016917189647e-07
irrestrito,gpork_pork,0.0056249530041725,0.0639687889293003,0.0879327731276788,0.0056248712547484,0.06396877,0.087931521,8.174942409990005e-08,8.174942409990005e-08,1.8929300307779506e-08,1.8929300307779506e-08,1.252127678805226e-06,1.252127678805226e-06
irrestrito,gpork_poult,-0.0424673023583324,0.0792999616175698,-0.5355274011749748,-0.0424671968758287,0.079299912,-0.53552639,-1.054825036969631e-07,1.054825036969631e-07,4.961756980281784e-08,4.961756980281784e-08,-1.011174974752116e-06,1.011174974752116e-06
