produto_linha,bfvl,pork,poult,fish
bfvl,-1.360272703511606,-.2868679096868126,.7199327542708425,-.3526503472626641
pork,-.2305641361740227,-.9687551957447067,.5866179824455501,.0231478186779725
poult,2.029127332835465,.699824970512294,-3.718749808012046,-.0793129982775078
fish,-1.111168319641954,.0389518907327024,-.0418534836941229,.48632703802997
