criterio,valor
max_assimetria_wi_EHij,5.551115123125783e-17
autovalor_slutsky_1,0.10987158472915995
autovalor_slutsky_2,-8.169036658220048e-17
autovalor_slutsky_3,-0.2468504248501921
autovalor_slutsky_4,-0.9695449814378936
curvatura_negativa_semidefinida,0
