produto_linha,bfvl_R,pork_R,poult_R,fish_R,bfvl_Stata,pork_Stata,poult_Stata,fish_Stata,dif_bfvl,abs_dif_bfvl,dif_pork,abs_dif_pork,dif_poult,abs_dif_poult,dif_fish,abs_dif_fish
bfvl,-1.3602727467690354,-0.2868680964638656,0.7199329042366664,-0.35265032769721305,-1.360272703511606,-0.2868679096868126,0.7199327542708425,-0.3526503472626641,-4.3257429416243554e-8,4.3257429416243554e-8,-1.8677705299063874e-7,1.8677705299063874e-7,1.4996582398119074e-7,1.4996582398119074e-7,1.9565451037095727e-8,1.9565451037095727e-8
pork,-0.23056457989866336,-0.9687559826656744,0.586618749163089,0.02314804066807629,-0.2305641361740227,-0.9687551957447068,0.5866179824455501,0.0231478186779725,-4.4372464066966266e-7,4.4372464066966266e-7,-7.869209676103495e-7,7.869209676103495e-7,7.667175389025616e-7,7.667175389025616e-7,2.2199010378878836e-7,2.2199010378878836e-7
poult,2.0291275324155897,0.6998259789671637,-3.7187511253575063,-0.07931336712664626,2.029127332835465,0.699824970512294,-3.718749808012046,-0.0793129982775078,1.9958012487109045e-7,1.9958012487109045e-7,1.0084548697220086e-6,1.0084548697220086e-6,-1.317345460272179e-6,1.317345460272179e-6,-3.6884913845458556e-7,3.6884913845458556e-7
fish,-1.1111675286952636,0.03895276540974358,-0.04185369836773922,0.486327046834361,-1.111168319641954,0.0389518907327024,-0.0418534836941229,0.48632703802997,7.909466903655016e-7,7.909466903655016e-7,8.746770411779958e-7,8.746770411779958e-7,-2.1467361632082627e-7,2.1467361632082627e-7,8.804390994043843e-9,8.804390994043843e-9
