produto_linha,bfvl,pork,poult,fish
bfvl,-0.1072270709454779,-0.10232891834470781,0.3590810548885358,-0.1495250655983501
pork,-0.10232891834470781,-0.016528826597408397,0.12482105197749949,-0.005963307035383281
poult,0.3590810548885358,0.12482105197749949,-0.47148712975424645,-0.01241497711178885
fish,-0.1495250655983501,-0.005963307035383281,-0.01241497711178885,0.16790334974552223
