criterio,valor
max_assimetria_wi_EHij,2.7755575615628914e-17
autovalor_slutsky_1,-0.969544981438279
autovalor_slutsky_2,-0.24685042485025052
autovalor_slutsky_3,8.624453176388758e-18
autovalor_slutsky_4,0.10987158472918575
curvatura_negativa_semidefinida,0.0
