produto_linha,bfvl,pork,poult,fish
bfvl,-0.7624014490761508,0.02325870186768164,0.9428737180284157,-0.2037309708199466
pork,0.04483878962763632,-0.8258992080213812,0.689314181374445,0.09174623701930004
poult,2.528550621897012,0.9588858875986702,-3.532520760354604,0.045084250858921274
fish,-0.8179252345599526,0.1910629171546688,0.06749370791294805,0.5593686094923358
