produto_linha,bfvl,pork,poult,fish
bfvl,-1.3602727467690354,-0.2868680964638656,0.7199329042366664,-0.35265032769721305
pork,-0.23056457989866336,-0.9687559826656744,0.586618749163089,0.02314804066807629
poult,2.0291275324155897,0.6998259789671637,-3.7187511253575067,-0.07931336712664626
fish,-1.1111675286952636,0.03895276540974358,-0.04185369836773922,0.486327046834361
