produto_linha,bfvl_PY,pork_PY,poult_PY,fish_PY,bfvl_Stata,pork_Stata,poult_Stata,fish_Stata,dif_bfvl,abs_dif_bfvl,dif_pork,abs_dif_pork,dif_poult,abs_dif_poult,dif_fish,abs_dif_fish
bfvl,-0.7624014490761508,0.0232587018676816,0.9428737180284156,-0.2037309708199466,-0.7624014331293296,0.0232588735706687,0.942873557031797,-0.2037309974731359,-1.594682119687718e-08,1.594682119687718e-08,-1.71702987099287e-07,1.71702987099287e-07,1.6099661859225733e-07,1.6099661859225733e-07,2.6653189294512103e-08,2.6653189294512103e-08
fish,-0.8179252345599526,0.1910629171546688,0.067493707912948,0.5593686094923358,-0.8179253431314478,0.1910623959923116,0.0674941766232277,0.5593687705159087,1.0857149523868515e-07,1.0857149523868515e-07,5.211623572143331e-07,5.211623572143331e-07,-4.6871027969963563e-07,4.6871027969963563e-07,-1.610235729199161e-07,1.610235729199161e-07
pork,0.0448387896276363,-0.8258992080213812,0.689314181374445,0.0917462370193,0.0448391207727815,-0.8258984799153355,0.6893133722866508,0.0917459868559032,-3.3114514520066196e-07,3.3114514520066196e-07,-7.281060456776345e-07,7.281060456776345e-07,8.090877942068531e-07,8.090877942068531e-07,2.5016339680328237e-07,2.5016339680328237e-07
poult,2.528550621897012,0.9588858875986702,-3.532520760354604,0.0450842508589212,2.528550199744703,0.9588847629334264,-3.532519526709632,0.0450845640315017,4.2215230910969126e-07,4.2215230910969126e-07,1.124665243823486e-06,1.124665243823486e-06,-1.2336449719541065e-06,1.2336449719541065e-06,-3.131725805002872e-07,3.131725805002872e-07
