model,price_coef
OLS,-.2240188691103894
IV_own,1.303009348672676
IV_rival,1.303007347680208
IV_both,1.303009348672676
IV_nested,-.3414073731476607
GMM_own_1,1.303009346493705
GMM_own_2,1.17642143653218
GMM_rival_1,1.303007346536246
GMM_rival_2,1.176419662691631
GMM_both_1,1.303009346493705
GMM_both_2,1.17642143653218
GMM_nested_1,-.3414073731782012
GMM_nested_2,-.4847716350322172
