var,N,b,se,pval,ci_low,ci_high
ln_pch,52,-0.26478500220308376,0.06718588776811658,0.0002625377918758435,-0.3998712833714997,-0.12969872103466784
ln_y,52,0.8519160541639081,0.05850200847275785,3.0872791646974093e-19,0.734289882537754,0.9695422257900623
ln_pb,52,-0.11836705048320972,0.07386206634503657,0.11559701235351506,-0.26687668834648726,0.03014258738006781
