var,N,b,se,pval,ci_low,ci_high
ln_pch,52,-0.26478500220407186,0.06718588776746413,2.6253779183210577e-4,-0.39987128337117595,-0.12969872103696778
ln_y,52,0.8519160541615651,0.05850200847426571,3.087279168159742e-19,0.7342898825323791,0.9695422257907511
ln_pb,52,-0.11836705048347973,0.07386206634227246,0.11559701233943065,-0.26687668834119965,0.030142587374240193
