method,N,beta_p,se_p,pval_p,ci_low_p,ci_high_p,beta_y,se_y,pval_y,beta_b,se_b,pval_b
OLS_robust,52,-.2647850022193028,.067185886,.0002625378,-.39987129,-.12969872,.8519160541461629,.058502007,3.0872792e-19,-.1183670504872116,.073862068,.11559701
